datetime,open,high,low,close,tick_volume,spread,real_volume
2026-03-06 14:57:00,24795.85,24800.05,24788.95,24792.95,291,190,0
2026-03-06 14:58:00,24792.65,24799.85,24790.65,24799.85,286,190,0
2026-03-06 14:59:00,24799.95,24803.85,24794.45,24803.85,331,190,0
2026-03-06 15:00:00,24800.05,24815.85,24798.35,24809.55,414,190,0
2026-03-06 15:01:00,24809.05,24824.55,24805.95,24818.15,401,190,0
2026-03-06 15:02:00,24818.45,24823.85,24812.85,24813.55,339,190,0
2026-03-06 15:03:00,24813.65,24821.55,24810.35,24813.15,326,190,0
2026-03-06 15:04:00,24813.45,24813.65,24802.65,24806.05,372,190,0
2026-03-06 15:05:00,24805.65,24809.05,24793.55,24800.35,379,190,0
2026-03-06 15:06:00,24800.05,24814.95,24799.35,24811.95,342,190,0
2026-03-06 15:07:00,24812.15,24820.95,24812.15,24819.65,331,190,0
2026-03-06 15:08:00,24819.55,24820.35,24806.45,24811.35,332,190,0
2026-03-06 15:09:00,24810.85,24828.05,24810.35,24821.05,395,190,0
2026-03-06 15:10:00,24820.65,24823.85,24815.35,24817.45,347,190,0
2026-03-06 15:11:00,24816.95,24830.05,24816.45,24828.85,329,190,0
2026-03-06 15:12:00,24828.15,24831.45,24823.85,24825.45,351,190,0
2026-03-06 15:13:00,24825.65,24827.65,24816.45,24823.95,299,190,0
2026-03-06 15:14:00,24824.05,24826.95,24817.55,24817.55,347,190,0
2026-03-06 15:15:00,24817.85,24817.85,24806.65,24814.95,325,190,0
2026-03-06 15:16:00,24815.45,24820.95,24811.15,24820.15,329,190,0
2026-03-06 15:17:00,24820.35,24820.85,24804.65,24806.05,278,190,0
2026-03-06 15:18:00,24805.95,24814.85,24805.95,24814.55,286,190,0
2026-03-06 15:19:00,24814.65,24819.45,24811.05,24813.95,276,190,0
2026-03-06 15:20:00,24814.15,24819.85,24807.95,24814.85,345,190,0
2026-03-06 15:21:00,24815.15,24818.05,24809.35,24814.45,324,190,0
2026-03-06 15:22:00,24814.95,24817.65,24806.05,24811.65,300,190,0
2026-03-06 15:23:00,24810.95,24814.05,24807.05,24811.85,272,190,0
2026-03-06 15:24:00,24812.15,24819.65,24811.15,24818.95,315,190,0
2026-03-06 15:25:00,24819.05,24825.95,24815.35,24824.45,311,190,0
2026-03-06 15:26:00,24824.35,24829.15,24823.55,24823.65,311,190,0
2026-03-06 15:27:00,24823.55,24829.65,24823.55,24826.85,328,190,0
2026-03-06 15:28:00,24827.85,24844.55,24827.85,24842.15,360,190,0
2026-03-06 15:29:00,24840.55,24845.18,24832.48,24835.81,281,190,0
2026-03-06 15:30:00,24835.81,24835.81,24706.39,24729.55,488,190,0
2026-03-06 15:31:00,24730.15,24782.95,24720.45,24777.55,539,190,0
2026-03-06 15:32:00,24778.15,24799.35,24742.95,24794.35,532,190,0
2026-03-06 15:33:00,24795.15,24796.95,24755.35,24757.95,489,190,0
2026-03-06 15:34:00,24757.15,24800.15,24745.65,24791.85,495,190,0
2026-03-06 15:35:00,24787.65,24814.15,24776.65,24794.95,516,190,0
2026-03-06 15:36:00,24794.65,24800.45,24776.95,24778.65,457,190,0
2026-03-06 15:37:00,24778.15,24791.45,24757.55,24770.05,485,190,0
2026-03-06 15:38:00,24769.85,24778.55,24749.95,24755.95,468,190,0
2026-03-06 15:39:00,24757.35,24758.35,24722.45,24731.15,458,190,0
2026-03-06 15:40:00,24731.05,24739.85,24723.65,24732.05,456,190,0
2026-03-06 15:41:00,24732.55,24739.95,24708.15,24708.95,490,190,0
2026-03-06 15:42:00,24708.85,24721.95,24703.95,24705.65,480,190,0
2026-03-06 15:43:00,24705.15,24715.35,24698.65,24706.45,465,190,0
2026-03-06 15:44:00,24706.95,24710.95,24696.35,24703.15,427,190,0
2026-03-06 15:45:00,24702.45,24702.95,24665.95,24671.15,497,190,0
2026-03-06 15:46:00,24670.35,24683.95,24663.15,24668.95,499,190,0
2026-03-06 15:47:00,24668.85,24670.95,24644.05,24645.65,504,190,0
2026-03-06 15:48:00,24646.45,24670.45,24635.35,24668.35,502,190,0
2026-03-06 15:49:00,24668.55,24680.55,24657.35,24661.65,488,190,0
2026-03-06 15:50:00,24661.45,24674.35,24631.85,24637.35,491,190,0
2026-03-06 15:51:00,24637.65,24656.35,24620.55,24633.15,536,190,0
2026-03-06 15:52:00,24632.85,24666.15,24628.55,24662.45,511,190,0
2026-03-06 15:53:00,24662.15,24662.45,24637.65,24639.65,474,190,0
2026-03-06 15:54:00,24639.55,24641.35,24609.45,24617.35,485,190,0
2026-03-06 15:55:00,24617.55,24639.45,24608.55,24622.55,511,190,0
2026-03-06 15:56:00,24622.15,24624.35,24586.95,24606.45,515,190,0
2026-03-06 15:57:00,24607.45,24625.85,24604.65,24619.15,508,190,0
2026-03-06 15:58:00,24618.65,24623.15,24606.85,24614.45,475,190,0
2026-03-06 15:59:00,24615.65,24635.15,24610.35,24614.45,484,190,0
2026-03-06 16:00:00,24613.55,24620.65,24595.65,24598.95,492,190,0
2026-03-06 16:01:00,24598.45,24632.85,24596.15,24616.65,488,190,0
2026-03-06 16:02:00,24617.05,24636.55,24617.05,24624.15,485,190,0
2026-03-06 16:03:00,24623.45,24626.85,24607.05,24611.15,469,190,0
2026-03-06 16:04:00,24611.45,24621.65,24599.65,24615.65,468,190,0
2026-03-06 16:05:00,24615.55,24629.15,24606.55,24620.85,465,190,0
2026-03-06 16:06:00,24620.65,24622.05,24604.35,24604.65,459,190,0
2026-03-06 16:07:00,24605.05,24621.35,24602.55,24613.15,448,190,0
2026-03-06 16:08:00,24612.85,24618.15,24599.85,24600.85,424,190,0
2026-03-06 16:09:00,24600.55,24601.85,24581.05,24591.05,459,190,0
2026-03-06 16:10:00,24591.55,24596.05,24582.55,24584.95,487,190,0
2026-03-06 16:11:00,24585.05,24605.35,24584.05,24597.95,467,190,0
2026-03-06 16:12:00,24598.55,24600.15,24582.55,24595.15,486,190,0
2026-03-06 16:13:00,24595.45,24600.35,24586.95,24599.15,429,190,0
2026-03-06 16:14:00,24599.35,24611.95,24593.85,24596.15,442,190,0
2026-03-06 16:15:00,24596.35,24601.55,24590.95,24599.35,465,190,0
2026-03-06 16:16:00,24599.45,24607.05,24592.15,24604.95,445,190,0
2026-03-06 16:17:00,24605.35,24608.55,24594.95,24596.95,458,190,0
2026-03-06 16:18:00,24597.45,24599.15,24585.95,24596.35,462,190,0
2026-03-06 16:19:00,24595.55,24598.15,24585.05,24596.45,406,190,0
2026-03-06 16:20:00,24596.05,24610.05,24587.95,24607.65,418,190,0
2026-03-06 16:21:00,24608.15,24617.55,24607.35,24616.05,409,190,0
2026-03-06 16:22:00,24615.95,24627.85,24611.85,24626.35,403,190,0
2026-03-06 16:23:00,24626.45,24627.45,24607.35,24612.05,386,190,0
2026-03-06 16:24:00,24612.55,24614.55,24604.05,24612.65,407,190,0
2026-03-06 16:25:00,24612.85,24619.35,24609.55,24619.05,425,190,0
2026-03-06 16:26:00,24619.35,24625.85,24617.05,24619.35,410,190,0
2026-03-06 16:27:00,24621.55,24622.85,24610.35,24621.85,396,190,0
2026-03-06 16:28:00,24622.85,24639.05,24622.85,24638.15,422,190,0
2026-03-06 16:29:00,24638.85,24654.65,24630.35,24654.65,448,190,0
2026-03-06 16:30:00,24654.45,24688.53,24640.53,24650.43,577,145,0
2026-03-06 16:31:00,24649.43,24669.83,24623.43,24645.63,569,145,0
2026-03-06 16:32:00,24645.53,24678.13,24631.43,24675.13,564,145,0
2026-03-06 16:33:00,24673.93,24700.13,24659.93,24667.63,573,145,0
2026-03-06 16:34:00,24665.13,24675.63,24651.33,24673.93,557,145,0
2026-03-06 16:35:00,24674.63,24683.83,24607.93,24619.93,556,145,0
2026-03-06 16:36:00,24619.83,24621.43,24580.13,24592.13,557,145,0
2026-03-06 16:37:00,24593.83,24612.83,24585.33,24600.63,549,145,0
2026-03-06 16:38:00,24601.63,24665.93,24595.93,24659.13,553,145,0
2026-03-06 16:39:00,24656.93,24672.93,24643.63,24650.83,559,145,0
2026-03-06 16:40:00,24648.43,24680.83,24641.13,24641.13,567,145,0
2026-03-06 16:41:00,24642.43,24680.13,24638.53,24676.63,547,145,0
2026-03-06 16:42:00,24674.13,24683.93,24646.13,24665.33,564,145,0
2026-03-06 16:43:00,24664.63,24697.93,24648.63,24657.83,562,145,0
2026-03-06 16:44:00,24656.33,24689.43,24642.63,24648.13,544,145,0
2026-03-06 16:45:00,24647.93,24684.03,24630.33,24656.93,564,145,0
2026-03-06 16:46:00,24656.43,24668.33,24630.43,24634.33,563,145,0
2026-03-06 16:47:00,24633.13,24642.93,24604.33,24632.43,555,145,0
2026-03-06 16:48:00,24632.63,24654.43,24620.63,24649.43,550,145,0
2026-03-06 16:49:00,24649.83,24662.03,24629.43,24643.03,546,145,0
2026-03-06 16:50:00,24643.63,24666.53,24634.13,24658.63,556,145,0
2026-03-06 16:51:00,24659.63,24709.53,24659.63,24691.13,556,145,0
2026-03-06 16:52:00,24691.43,24691.83,24654.13,24667.43,556,145,0
2026-03-06 16:53:00,24666.93,24681.43,24650.93,24657.33,552,145,0
2026-03-06 16:54:00,24657.93,24674.03,24653.13,24653.13,546,145,0
2026-03-06 16:55:00,24654.43,24660.93,24639.53,24640.63,551,145,0
2026-03-06 16:56:00,24640.43,24641.13,24622.53,24640.83,519,145,0
